idea_topic,segment_id,segment_text,tagged_ccp_topics
"Gasto público. Véase “Administración financiera del Estado”. Véase “Sistema presupuestario” [Conjunto de principios y reglas que rigen la preparación, aprobación, ejecución y control del presupuesto de la Nación.]. Véase “Constitución económica” [Es el plexo normativo constitucional que regula los principios orientadores de la economía, los instrumentos de política económica, los derechos constitucionales de la esfera económica y el diseño institucional de la administración financiera del Estado.].",Colombia_2015/1860,"The general management of the economy is the responsibility of the state. By mandate of an Act, the state shall intervene in the exploitation of natural resources, land use, the production, distribution, use, and consumption of goods, and in the public and private services in order to rationalize the economy with the purpose of achieving, at the national and regional level and within the framework of fiscal sustainability, the improvement of the quality of life of the inhabitants, the equitable distribution of opportunities, and the benefits of development and conservation of a healthy environment. The aforementioned framework of fiscal sustainability must function as an instrument for achieving in a progressive manner the objectives of a social State based on the rule of law. In all cases public spending for social purposes shall have priority.","['env', 'standliv']"
"Gestión pendiente. Requisito procesal para la admisibilidad de una acción o cuestión de inaplicabilidad por inconstitucional que se entiende como cualquier gestión que se siga ante un tribunal ordinario o especial, en la cual pueda ser aplicable un precepto legal que el juez o las partes estiman contrario a la Constitución (véase “Acción de inaplicabilidad por inconstitucionalidad”). La gestión pendiente limita el control que realiza el TC dirigiéndolo al litigio concreto en que tendrá aplicación la norma impugnada, sin controlar directamente la misma. Esta incidentalidad es el primer elemento del control concreto de constitucionalidad, que en el caso chileno es además concentrado [Pica, 2009: 106].",Egypt_2019/652,"The Administrative Prosecution is an independent judicial body. It investigates financial and administrative irregularities, and those referred to it. Regarding these irregularities, it has the authorities vested in the administration body to inflict disciplinary penalties. Challenging its decisions takes place before the competent disciplinary court at the State Council. It also initiates and conducts proceedings and disciplinary appeals before the State Council courts in accordance with the law. All the foregoing is organized by law.",
"Impedimentos del Presidente de la República. Véase “Presidente de la República” [Jefe de Estado y de Gobierno, a quien corresponde el gobierno y la administración del Estado. Tal como lo establece la Constitución, “[s]u autoridad se extiende a todo cuanto tiene por objeto la conservación del orden público en el interior y la seguridad externa de la República, de acuerdo con la Constitución y las leyes” (art. 24).].",Turkey_2017/597,"The President of the Republic may issue presidential decrees on matters relating to the executive power. The fundamental rights, individual rights and duties included in the first and second chapters, and the political rights and duties listed in the fourth chapter of the second part of the Constitution, shall not be regulated by presidential decrees. No presidential decrees shall be issued on matters to be regulated exclusively by law embodied in the Constitution. No presidential decree shall be issued on matters explicitly regulated by law. In the case of a conflict between presidential decrees and the laws due to differences in provisions on the same matter, the provisions of law shall prevail. In case the Grand National Assembly of Turkey introduces a law on the same matter, the presidential decree shall become null and void.",['hosdec']
"Impedimentos del Presidente de la República. Véase “Presidente de la República” [Jefe de Estado y de Gobierno, a quien corresponde el gobierno y la administración del Estado. Tal como lo establece la Constitución, “[s]u autoridad se extiende a todo cuanto tiene por objeto la conservación del orden público en el interior y la seguridad externa de la República, de acuerdo con la Constitución y las leyes” (art. 24).].",Turkey_2017/1165,"The provisions of Part Three relating to the functions and powers of the President of the Republic and to the State Supervisory Council under the heading “President of the Republic”; to regulations, National Defence, procedures governing emergency rule under the heading “Council of Ministers”; to all other provisions under the heading “Administration”, except local administration, and except the Atatürk High Institution of Culture, Language and History; and all the provisions relating to the judiciary, except the State Security Courts, shall come into force on publication in the Official Gazette of the adoption by referendum of the Constitution. The provisions concerning the President of the Republic and the Council of Ministers which have not gone into effect shall come into force when the Grand National Assembly of Turkey assumes its functions; the provisions relating to local administrations and to the State Security Courts shall come into force on the promulgation of the relevant laws.",
"Impedimentos del Presidente de la República. Véase “Presidente de la República” [Jefe de Estado y de Gobierno, a quien corresponde el gobierno y la administración del Estado. Tal como lo establece la Constitución, “[s]u autoridad se extiende a todo cuanto tiene por objeto la conservación del orden público en el interior y la seguridad externa de la República, de acuerdo con la Constitución y las leyes” (art. 24).].",Macedonia_2011/314,"The duty of the President of the Republic is incompatible with the performance of any other public office, profession or appointment in a political party. The President of the Republic is granted immunity. The Constitutional Court decides by a two-thirds majority vote of the total number of judges on any case for withholding immunity and approving of detention for the President of the Republic.",
"Impedimentos del Presidente de la República. Véase “Presidente de la República” [Jefe de Estado y de Gobierno, a quien corresponde el gobierno y la administración del Estado. Tal como lo establece la Constitución, “[s]u autoridad se extiende a todo cuanto tiene por objeto la conservación del orden público en el interior y la seguridad externa de la República, de acuerdo con la Constitución y las leyes” (art. 24).].",Venezuela_2009/1486,"The President of the Republic shall not have the power to object to the new Constitution. The existing constituted authorities shall not be permitted to obstruct the Constituent Assembly in any way. For purposes of the promulgation of the new Constitution, the same shall be published in the Official Gazette of the Republic of Venezuela or in the Gazette of the Constituent Assembly.",
"Impedimentos del Presidente de la República. Véase “Presidente de la República” [Jefe de Estado y de Gobierno, a quien corresponde el gobierno y la administración del Estado. Tal como lo establece la Constitución, “[s]u autoridad se extiende a todo cuanto tiene por objeto la conservación del orden público en el interior y la seguridad externa de la República, de acuerdo con la Constitución y las leyes” (art. 24).].",Equatorial_Guinea_2012/255,"The President of the Republic is the Head of State, he exercises the Executive Power as Head of Government. He incarnates national unity, defines the policy of the Nation, sees to the respect of the Fundamental Law, assures by his arbitration the functioning of public powers, represents the Nation, and is the guarantor of National Independence. He is elected by universal, direct, and secret suffrage by the simple majority of the votes validly emitted.","['voteun', 'freeelec', 'execnum', 'hoselect']"
"Impedimentos del Presidente de la República. Véase “Presidente de la República” [Jefe de Estado y de Gobierno, a quien corresponde el gobierno y la administración del Estado. Tal como lo establece la Constitución, “[s]u autoridad se extiende a todo cuanto tiene por objeto la conservación del orden público en el interior y la seguridad externa de la República, de acuerdo con la Constitución y las leyes” (art. 24).].",Djibouti_2010/132,"When the institutions of the Republic, the independence of the Nation, the integrity of its territory or the execution of its international engagements are threatened in a grave and immediate manner and when the regular functioning of the public powers is interrupted, the President of the Republic can, after the advice of the President of the National Assembly and of the President of the Constitutional Council and having informed the Nation by a message, take any measure tending to re-establish the regular functioning of the public powers and to assure the safeguarding of the Nation, with the exception of a constitutional revision.",['intlaw']
"Impedimentos del Presidente de la República. Véase “Presidente de la República” [Jefe de Estado y de Gobierno, a quien corresponde el gobierno y la administración del Estado. Tal como lo establece la Constitución, “[s]u autoridad se extiende a todo cuanto tiene por objeto la conservación del orden público en el interior y la seguridad externa de la República, de acuerdo con la Constitución y las leyes” (art. 24).].",Burundi_2018/345,"When the institutions of the Republic, the independence of the Nation, the integrity of the territory or the execution of international engagements are threatened in a serious and immediate manner, and so that the regular operations of public powers is interrupted, the President of the Republic can proclaim by decree a state of exception and take all the measures demanded by the circumstances, after official consultation with the Government, the Bureaux of the National Assembly and of the Senate, the National Security Council, and the Constitutional Court.",
"Impedimentos del Presidente de la República. Véase “Presidente de la República” [Jefe de Estado y de Gobierno, a quien corresponde el gobierno y la administración del Estado. Tal como lo establece la Constitución, “[s]u autoridad se extiende a todo cuanto tiene por objeto la conservación del orden público en el interior y la seguridad externa de la República, de acuerdo con la Constitución y las leyes” (art. 24).].",Finland_2011/294,"The President of the Republic, the Government and a Ministry may issue Decrees on the basis of authorisation given to them in this Constitution or in another Act. However, the principles governing the rights and obligations of private individuals and the other matters that under this Constitution are of a legislative nature shall be governed by Acts. If there is no specific provision on who shall issue a Decree, it is issued by the Government.",
"Impedimentos del Presidente de la República. Véase “Presidente de la República” [Jefe de Estado y de Gobierno, a quien corresponde el gobierno y la administración del Estado. Tal como lo establece la Constitución, “[s]u autoridad se extiende a todo cuanto tiene por objeto la conservación del orden público en el interior y la seguridad externa de la República, de acuerdo con la Constitución y las leyes” (art. 24).].",Gabon_2011/125,"In case of a vacancy of the presidential office for whatever reason, or a permanent impairment of the current president, affirmed by the Constitutional Court called upon by the Government through an absolute majority of its members, or failing that, by the Bureaus of the two Chambers of Parliament with a majority of their members, the President of the Senate will temporarily exercise the duties of the President of the Republic, or in case of permanent impairment of the President of the Senate, affirmed by the Constitutional Court called upon in the same conditions, the First Vice-President of the Senate will temporarily carry out the duties of the presidential office.",
"Impedimentos del Presidente de la República. Véase “Presidente de la República” [Jefe de Estado y de Gobierno, a quien corresponde el gobierno y la administración del Estado. Tal como lo establece la Constitución, “[s]u autoridad se extiende a todo cuanto tiene por objeto la conservación del orden público en el interior y la seguridad externa de la República, de acuerdo con la Constitución y las leyes” (art. 24).].",India_2016/1809,"Provided that, for the purposes of the provisions of this Constitution relating to the effect of an Act of the Legislature of a State which is repugnant to an Act of Parliament or an existing law with respect to a matter enumerated in the Concurrent List, an Ordinance promulgated under this article in pursuance of instructions from the President shall be deemed to be an Act of the Legislature of the State which has been reserved for the consideration of the President and assented to by him.",
"Impuestos. Tributo establecido por ley en beneficio fiscal, que no contempla una contraprestación estatal para el contribuyente.",Jordan_2016/546,"No tax or duty shall be imposed except by law; and they shall not include the kinds of fees which the Treasury charges for the services rendered by Government departments to individuals or in consideration of benefits accruing to them from the State domain. In imposing taxes, the Government shall apply the principle of progressive taxation, along with the attainment of equality and social justice; and provided that such shall not exceed the capacity of tax-payers and the State's need for funds.",
"Impuestos regionales o locales. Tributos establecidos por la ley en beneficio de regiones y comunas determinadas por la misma, que gravan actividades de clara identificación regional o local, y que no contemplan una contraprestación estatal para el contribuyente.",Italy_2020/491,"Municipalities, provinces, metropolitan cities and regions shall have independent financial resources. They set and levy taxes and collect revenues of their own, in compliance with the Constitution and according to the principles of co-ordination of State finances and the tax system. They share in the tax revenues related to their respective territories.",
"Inaplicabilidad. Véase “Acción de inaplicabilidad por inconstitucionalidad” [“acción que el ordenamiento supremo franquea para evitar que la aplicación de uno o más preceptos legales, invocados en una gestión judicial pendiente, produzca efectos, formal o sustantivamente, contrarios al Código Político. Trátase, por ende, de un control concreto de la constitucionalidad de la ley, centrado en el caso sub lite y cuya resolución se limita a qué disposiciones legales determinadas, en sí mismas, resulten, en su sentido y alcance intrínseco, inconciliables con el texto y el espíritu de la Carta Fundamental” (STC R. 1390-09, véase “Control de constitucionalidad”).]. Véase “Control de constitucionalidad” [Es la expresión genérica de un conjunto de procedimientos reglados, constitucional y legalmente, que se suscitan ante el TC por órganos legitimados procesalmente, con el objeto de contrastar contra un parámetro iusfundamental, diversos cuerpos normativos específicos y cuyo resultado es una sentencia estimatoria o desestimatoria de constitucionalidad. Este procedimiento jurisdiccional está integrado por el sujeto o parámetro de control, por las normas objeto de control, por una ritualidad procesal y por determinados efectos específicos relativos a la norma, sea interpretándola de manera conforme con la Constitución, declarándola inaplicable a efectos del caso concreto o expulsándola del ordenamiento jurídico.].",Chile_2021/797,"In the case of number 7, once the declaration of inapplicability of a legal provision has been declared on a previous ruling, in accordance with number 6 of this article, there shall be public action to request the Court the declaration of unconstitutionality, notwithstanding the power of the Court to declare it ex officio. The respective constitutional organic law shall set forth the admissibility requirements, in the event that the public action is exercised, and shall regulate the procedure that will have to be followed to act ex officio.",
"Inaplicabilidad. Véase “Acción de inaplicabilidad por inconstitucionalidad” [“acción que el ordenamiento supremo franquea para evitar que la aplicación de uno o más preceptos legales, invocados en una gestión judicial pendiente, produzca efectos, formal o sustantivamente, contrarios al Código Político. Trátase, por ende, de un control concreto de la constitucionalidad de la ley, centrado en el caso sub lite y cuya resolución se limita a qué disposiciones legales determinadas, en sí mismas, resulten, en su sentido y alcance intrínseco, inconciliables con el texto y el espíritu de la Carta Fundamental” (STC R. 1390-09, véase “Control de constitucionalidad”).]. Véase “Control de constitucionalidad” [Es la expresión genérica de un conjunto de procedimientos reglados, constitucional y legalmente, que se suscitan ante el TC por órganos legitimados procesalmente, con el objeto de contrastar contra un parámetro iusfundamental, diversos cuerpos normativos específicos y cuyo resultado es una sentencia estimatoria o desestimatoria de constitucionalidad. Este procedimiento jurisdiccional está integrado por el sujeto o parámetro de control, por las normas objeto de control, por una ritualidad procesal y por determinados efectos específicos relativos a la norma, sea interpretándola de manera conforme con la Constitución, declarándola inaplicable a efectos del caso concreto o expulsándola del ordenamiento jurídico.].",Tanzania_2005/318,"Where in any proceedings it is alleged that any law enacted or any action taken by the Government or any other authority abrogates or abridges any of the basic rights, freedoms and duties set out in Articles 12 to 29 of this Constitution, and the High Court is satisfied that the law or action concerned, to the extent that it conflicts with this Constitution, is void, or is inconsistent with this Constitution, then the High Court, if it deems fit, or if the circumstances or public interest so requires, instead of declaring that such law or action is void, shall have power to decide to afford the Government or other authority concerned an opportunity to rectify the defect found in the law or action concerned within such a period and in such manner as the High Court shall determine, and such law or action shall be deemed to be valid until such time the defect is rectified or the period determined by the High Court lapses, whichever is the earlier.","['uncon', 'interp']"
"Inaplicabilidad. Véase “Acción de inaplicabilidad por inconstitucionalidad” [“acción que el ordenamiento supremo franquea para evitar que la aplicación de uno o más preceptos legales, invocados en una gestión judicial pendiente, produzca efectos, formal o sustantivamente, contrarios al Código Político. Trátase, por ende, de un control concreto de la constitucionalidad de la ley, centrado en el caso sub lite y cuya resolución se limita a qué disposiciones legales determinadas, en sí mismas, resulten, en su sentido y alcance intrínseco, inconciliables con el texto y el espíritu de la Carta Fundamental” (STC R. 1390-09, véase “Control de constitucionalidad”).]. Véase “Control de constitucionalidad” [Es la expresión genérica de un conjunto de procedimientos reglados, constitucional y legalmente, que se suscitan ante el TC por órganos legitimados procesalmente, con el objeto de contrastar contra un parámetro iusfundamental, diversos cuerpos normativos específicos y cuyo resultado es una sentencia estimatoria o desestimatoria de constitucionalidad. Este procedimiento jurisdiccional está integrado por el sujeto o parámetro de control, por las normas objeto de control, por una ritualidad procesal y por determinados efectos específicos relativos a la norma, sea interpretándola de manera conforme con la Constitución, declarándola inaplicable a efectos del caso concreto o expulsándola del ordenamiento jurídico.].",Pakistan_2018/1551,"All orders made, proceedings taken and acts done by any authority or person, which were made, taken or done, or purported to have been made, taken or done, before the commencement of the Constitution (Amendment) Order, 1985, in exercise of the powers derived from any law referred to in clause (1), or in execution of any orders made by any authority in the exercise or purported exercise of powers as aforesaid, shall, notwithstanding any judgment of any court or tribunal, including the Supreme Court and a High Court, be deemed to be and always to have been validly made, taken or done and shall not be called in question in any court, including the Supreme Court and a High Court, on any ground whatsoever.",
"Inaplicabilidad. Véase “Acción de inaplicabilidad por inconstitucionalidad” [“acción que el ordenamiento supremo franquea para evitar que la aplicación de uno o más preceptos legales, invocados en una gestión judicial pendiente, produzca efectos, formal o sustantivamente, contrarios al Código Político. Trátase, por ende, de un control concreto de la constitucionalidad de la ley, centrado en el caso sub lite y cuya resolución se limita a qué disposiciones legales determinadas, en sí mismas, resulten, en su sentido y alcance intrínseco, inconciliables con el texto y el espíritu de la Carta Fundamental” (STC R. 1390-09, véase “Control de constitucionalidad”).]. Véase “Control de constitucionalidad” [Es la expresión genérica de un conjunto de procedimientos reglados, constitucional y legalmente, que se suscitan ante el TC por órganos legitimados procesalmente, con el objeto de contrastar contra un parámetro iusfundamental, diversos cuerpos normativos específicos y cuyo resultado es una sentencia estimatoria o desestimatoria de constitucionalidad. Este procedimiento jurisdiccional está integrado por el sujeto o parámetro de control, por las normas objeto de control, por una ritualidad procesal y por determinados efectos específicos relativos a la norma, sea interpretándola de manera conforme con la Constitución, declarándola inaplicable a efectos del caso concreto o expulsándola del ordenamiento jurídico.].",Nicaragua_2014/1041,"The review of constitutionality in an individual case as an incidental control mechanism. If in a case pending before a judicial authority the latter considers that a provision on whose validity the outcome of the case depends is contrary to the Constitution, it must proceed to the declaration of its unconstitutionality in the case at hand. The parties to the proceedings may apply for a declaration of unconstitutionality of a provision which is applicable to the case. The judicial authority must issue a ruling on the issue, either accepting or rejecting the claim of unconstitutionality.",
"Inaplicabilidad. Véase “Acción de inaplicabilidad por inconstitucionalidad” [“acción que el ordenamiento supremo franquea para evitar que la aplicación de uno o más preceptos legales, invocados en una gestión judicial pendiente, produzca efectos, formal o sustantivamente, contrarios al Código Político. Trátase, por ende, de un control concreto de la constitucionalidad de la ley, centrado en el caso sub lite y cuya resolución se limita a qué disposiciones legales determinadas, en sí mismas, resulten, en su sentido y alcance intrínseco, inconciliables con el texto y el espíritu de la Carta Fundamental” (STC R. 1390-09, véase “Control de constitucionalidad”).]. Véase “Control de constitucionalidad” [Es la expresión genérica de un conjunto de procedimientos reglados, constitucional y legalmente, que se suscitan ante el TC por órganos legitimados procesalmente, con el objeto de contrastar contra un parámetro iusfundamental, diversos cuerpos normativos específicos y cuyo resultado es una sentencia estimatoria o desestimatoria de constitucionalidad. Este procedimiento jurisdiccional está integrado por el sujeto o parámetro de control, por las normas objeto de control, por una ritualidad procesal y por determinados efectos específicos relativos a la norma, sea interpretándola de manera conforme con la Constitución, declarándola inaplicable a efectos del caso concreto o expulsándola del ordenamiento jurídico.].",Austria_2013/1957,"The Constitutional Court may rescind a law as unconstitutional only to the extent that its rescission was expressly requested or the Court would have to apply the law in the suit pending with it. If however the Court concludes that the whole law was enacted by a legislative authority unqualified in accordance with the allocation of competence or published in an unconstitutional manner, it shall rescind the whole law as unconstitutional. This does not hold good if rescission of the whole law manifestly runs contrary to the legitimate interests of the litigant who has filed an application pursuant to para 1 sentence 1 subpara c or d above or whose suit has been the occasion for the ex officio initiation of examination proceedings into the law.",['uncon']
"Inaplicabilidad. Véase “Acción de inaplicabilidad por inconstitucionalidad” [“acción que el ordenamiento supremo franquea para evitar que la aplicación de uno o más preceptos legales, invocados en una gestión judicial pendiente, produzca efectos, formal o sustantivamente, contrarios al Código Político. Trátase, por ende, de un control concreto de la constitucionalidad de la ley, centrado en el caso sub lite y cuya resolución se limita a qué disposiciones legales determinadas, en sí mismas, resulten, en su sentido y alcance intrínseco, inconciliables con el texto y el espíritu de la Carta Fundamental” (STC R. 1390-09, véase “Control de constitucionalidad”).]. Véase “Control de constitucionalidad” [Es la expresión genérica de un conjunto de procedimientos reglados, constitucional y legalmente, que se suscitan ante el TC por órganos legitimados procesalmente, con el objeto de contrastar contra un parámetro iusfundamental, diversos cuerpos normativos específicos y cuyo resultado es una sentencia estimatoria o desestimatoria de constitucionalidad. Este procedimiento jurisdiccional está integrado por el sujeto o parámetro de control, por las normas objeto de control, por una ritualidad procesal y por determinados efectos específicos relativos a la norma, sea interpretándola de manera conforme con la Constitución, declarándola inaplicable a efectos del caso concreto o expulsándola del ordenamiento jurídico.].",Sri_Lanka_2015/2767,"all appellate proceedings including proceedings by way of revision, case stated and restitutio in integrum pending in the Supreme Court established under the Administration of Justice Law, No. 44 of 1973, on the day preceding the commencement of the Constitution, shall stand removed to the Court of Appeal and the Court of Appeal shall have jurisdiction to take cognizance of and to hear and determine the same; and the judgments and orders of the Supreme Court aforesaid delivered or made before the commencement of the Constitution in appellate proceedings shall have the same force and effect as if they had been delivered or made by the Court of Appeal;",
"Inaplicabilidad. Véase “Acción de inaplicabilidad por inconstitucionalidad” [“acción que el ordenamiento supremo franquea para evitar que la aplicación de uno o más preceptos legales, invocados en una gestión judicial pendiente, produzca efectos, formal o sustantivamente, contrarios al Código Político. Trátase, por ende, de un control concreto de la constitucionalidad de la ley, centrado en el caso sub lite y cuya resolución se limita a qué disposiciones legales determinadas, en sí mismas, resulten, en su sentido y alcance intrínseco, inconciliables con el texto y el espíritu de la Carta Fundamental” (STC R. 1390-09, véase “Control de constitucionalidad”).]. Véase “Control de constitucionalidad” [Es la expresión genérica de un conjunto de procedimientos reglados, constitucional y legalmente, que se suscitan ante el TC por órganos legitimados procesalmente, con el objeto de contrastar contra un parámetro iusfundamental, diversos cuerpos normativos específicos y cuyo resultado es una sentencia estimatoria o desestimatoria de constitucionalidad. Este procedimiento jurisdiccional está integrado por el sujeto o parámetro de control, por las normas objeto de control, por una ritualidad procesal y por determinados efectos específicos relativos a la norma, sea interpretándola de manera conforme con la Constitución, declarándola inaplicable a efectos del caso concreto o expulsándola del ordenamiento jurídico.].",Sri_Lanka_2015/2769,"all original proceedings by way of applications for the issue of high prerogative Writs and applications for any other relief pending in the Supreme Court as well as all applications for injunctions pending in the High Court established under the Administration of Justice Law, No. 44 of 1973, on the date immediately preceding the commencement of the Constitution shall stand removed to the Court of Appeal and such Court shall have jurisdiction to take cognizance of, hear and determine or to continue and complete the same, and the judgments and orders of the Supreme Court established under the Administration of Justice Law, No. 44 of 1973, delivered or made before the commencement of the Constitution in original proceedings shall have the same force and effect as if they had been delivered or made by the Court of Appeal:",
"Incapacidad parlamentaria. Prohibiciones de nombramiento de los parlamentarios en determinadas funciones establecidas en la Constitución. Su duración se extiende a lo largo del desempeño de la función parlamentaria, iniciada desde la proclamación efectuada por el TRICEL y durante los seis meses siguientes al término del mandato electivo.",Morocco_2011/341,"An enabling law [loi d'habilitation] may authorize the government, for a limited time and in view of a specific objective, to take by decree the measures which are normally of the domain of the law. The decrees enter into force on their publication, but they must be submitted, in the term of time established by the enabling law, to the ratification of the Parliament. The enabling law becomes lapsed in the case of the dissolution of the two Chambers of Parliament or of one among them.",
"Incapacidad parlamentaria. Prohibiciones de nombramiento de los parlamentarios en determinadas funciones establecidas en la Constitución. Su duración se extiende a lo largo del desempeño de la función parlamentaria, iniciada desde la proclamación efectuada por el TRICEL y durante los seis meses siguientes al término del mandato electivo.",Dominican_Republic_2015/577,"Parliamentary immunity authorized in the previous article does not constitute a personal privilege of the legislator, but rather a prerogative of the chamber to which he belongs and does not stand in the way of the initiation of actions that proceed by law at the end of the congressional mandate. When the chamber receives a request from an appropriate judicial authority, with the goal of removing the protection of one of its members, it shall proceed in accordance with that established by its internal rules and shall decide to that effect within a maximum period of two months from the issuance of the request.",
"Incapacidad parlamentaria. Prohibiciones de nombramiento de los parlamentarios en determinadas funciones establecidas en la Constitución. Su duración se extiende a lo largo del desempeño de la función parlamentaria, iniciada desde la proclamación efectuada por el TRICEL y durante los seis meses siguientes al término del mandato electivo.",Tanzania_2005/940,"Parliament may enact a law making provisions disqualifying a person from being elected Member of Parliament representing a constituency if such person holds an office whose functions involve the conduct of, or supervision over, the election of Members of Parliament or the registration of voters for the elections of Members of Parliament; save that such law shall not make provision disqualifying the Speaker from being elected Member of Parliament representing a constituency nor make provisions which cause a person elected Speaker to vacate that office of Speaker or his ordinary seat as Member of Parliament.",['profleg']
"Incapacidad parlamentaria. Prohibiciones de nombramiento de los parlamentarios en determinadas funciones establecidas en la Constitución. Su duración se extiende a lo largo del desempeño de la función parlamentaria, iniciada desde la proclamación efectuada por el TRICEL y durante los seis meses siguientes al término del mandato electivo.",India_2016/623,"A member of either House of Parliament belonging to any political party who is disqualified for being a member of that House under paragraph 2 of the Tenth Schedule shall also be disqualified to be appointed as a Minister under clause (1) for duration of the period  commencing from the date of his disqualification till the date on which the term of his office as such member would expire or where he contests any election to either House of Parliament before the expiry of such period, till the date on which he is declared elected, whichever is earlier.",['cabdiss']
"Incapacidad parlamentaria. Prohibiciones de nombramiento de los parlamentarios en determinadas funciones establecidas en la Constitución. Su duración se extiende a lo largo del desempeño de la función parlamentaria, iniciada desde la proclamación efectuada por el TRICEL y durante los seis meses siguientes al término del mandato electivo.",Yemen_2015/171,"The term of the House of Representatives is six calendar years starting from the date of its first session. The president of the Republic shall call for a new Parliamentary elections at least sixty (60) days before the House of Representatives concludes its term. If in extraordinary circumstances elections cannot be held, the existing House shall continue to function until such circumstances are over and elections are duly held.",
"Incompatibilidad parlamentaria. Prohibición que impide al parlamentario el desempeño conjunto de su mandato con otros cargos públicos señalados por la Constitución o las leyes, salvo su derecho a integrar el Consejo Regional correspondiente a su distrito o circunscripción senatorial.",France_2008/285,The office of member of the Constitutional Council shall be incompatible with that of Minister or Member of the Houses of Parliament. Other incompatibilities shall be determined by an Institutional Act.,
"Incompatibilidad parlamentaria. Prohibición que impide al parlamentario el desempeño conjunto de su mandato con otros cargos públicos señalados por la Constitución o las leyes, salvo su derecho a integrar el Consejo Regional correspondiente a su distrito o circunscripción senatorial.",Burundi_2018/460,The mandate of deputy or senator is incompatible with all other functions of a public character. An organic law can exempt certain categories of local elected officials or State agents of a regime incompatible with the mandate of deputy or senator.,
"Incompatibilidad parlamentaria. Prohibición que impide al parlamentario el desempeño conjunto de su mandato con otros cargos públicos señalados por la Constitución o las leyes, salvo su derecho a integrar el Consejo Regional correspondiente a su distrito o circunscripción senatorial.",South_Africa_2012/1896,performing any other function assigned to the provincial executive in terms of the Constitution or an Act of Parliament.,
"Incompatibilidad parlamentaria. Prohibición que impide al parlamentario el desempeño conjunto de su mandato con otros cargos públicos señalados por la Constitución o las leyes, salvo su derecho a integrar el Consejo Regional correspondiente a su distrito o circunscripción senatorial.",Italy_2020/501,The Regional Council shall exercise the legislative powers attributed to the Region as well as the other functions conferred by the Constitution and the laws. It may submit bills to Parliament.,
"Incompatibilidad parlamentaria. Prohibición que impide al parlamentario el desempeño conjunto de su mandato con otros cargos públicos señalados por la Constitución o las leyes, salvo su derecho a integrar el Consejo Regional correspondiente a su distrito o circunscripción senatorial.",Mauritania_2012/333,The functions of member of the Constitutional Council are incompatible with those of member of the Government or of the Parliament. The other incompatibilities are established by an organic law.,
"Incomunicación. La incomunicación es una medida penitenciaria de apremio impuesta por el juez, que aísla al individuo privado de libertad de contacto con terceras personas, cuando se considera indispensable para la averiguación y comprobación del delito.",Mexico_2015/220,"Private communications shall not be breached. The law shall punish any action against the liberty and privacy of such communications, except when they are voluntarily given by one of the individuals involved in them. A judge shall assess the implications of such communications, provided they contain information related to the perpetration of a crime. Communications that violate confidentiality established by law shall not be admitted in any case.","['evidence', 'privacy']"
"Independencia de la nación. Véase “Juramento o promesa” [Es el acto solemne mediante el cual el Presidente de la República, bajo la regla que dicte su conciencia, acepta asumir el mando de la Nación, toma posesión del cargo y ejerce de inmediato sus funciones. Con ello se cumple el requisito de investidura regular del cargo de Presidente de la República (arts. 7 y 27; véase “Presidente de la República”).].",Benin_1990/244,"When the institutions of the Republic, the independence of the Nation, the integrity of the national territory or the execution of international commitments shall be threatened in a serious and immediate manner, and when the regular operation of political and constitutional powers shall be threatened or interrupted; the President of the Republic, after consultation with the President of the National Assembly and the President of the Constitutional Court, shall take within the Council of Ministers the exceptional measures required by the circumstances without which the rights of the citizens guaranteed by the Constitution would be suspended.",
"Independencia de la nación. Véase “Juramento o promesa” [Es el acto solemne mediante el cual el Presidente de la República, bajo la regla que dicte su conciencia, acepta asumir el mando de la Nación, toma posesión del cargo y ejerce de inmediato sus funciones. Con ello se cumple el requisito de investidura regular del cargo de Presidente de la República (arts. 7 y 27; véase “Presidente de la República”).].",Burundi_2018/345,"When the institutions of the Republic, the independence of the Nation, the integrity of the territory or the execution of international engagements are threatened in a serious and immediate manner, and so that the regular operations of public powers is interrupted, the President of the Republic can proclaim by decree a state of exception and take all the measures demanded by the circumstances, after official consultation with the Government, the Bureaux of the National Assembly and of the Senate, the National Security Council, and the Constitutional Court.",
"Independencia de la nación. Véase “Juramento o promesa” [Es el acto solemne mediante el cual el Presidente de la República, bajo la regla que dicte su conciencia, acepta asumir el mando de la Nación, toma posesión del cargo y ejerce de inmediato sus funciones. Con ello se cumple el requisito de investidura regular del cargo de Presidente de la República (arts. 7 y 27; véase “Presidente de la República”).].",Madagascar_2010/263,"When the Institutions of the Republic, the independence of the Nation, its unity or the integrity of its territory are menaced and the regular functioning of the public powers finds itself compromised, the President of the Republic may proclaim on all or on part of the national territory, the situation of exception, to wit the state of urgency, the state of necessity or martial law. The decision is made by the President of the Republic in the Council of Ministers, after the opinion of the Presidents of the National Assembly, of the Senate and of the High Constitutional Court.",['conpow']
