comparison_topic_key,comparison_topic_text,segment_id,segment_text,tagged_ccp_topics
237,"Fuerza aérea. Véase “Fuerzas Armadas” [Son las instituciones estatales, dependientes del Ministerio de Defensa, encargadas de la preservación de la soberanía, la paz, el mantenimiento de la integridad y continuidad territorial, así como de los demás bienes jurídicos que defina el Estado democrático de Derecho bajo las nociones de defensa de la patria y como garantía de la seguridad nacional. Para la eficacia del cumplimiento de estos objetivos, las instituciones castrenses son esencialmente obedientes, no deliberantes, jerarquizadas, profesionales y disciplinadas. Además, cooperan con fuerzas militares de otros países en iniciativas bilaterales o multilaterales, siempre de acuerdo con el interés nacional (art. 101, inc. 3°; Ministerio de Defensa Nacional, 2010: 242).].",Oman_2011/62,"Only the State establishes the armed forces, public security authorities and any other forces. All these forces belong to the Nation and their mission is to protect the State, ensure the safety of its territories, and guarantee the security and tranquillity of the Citizens. It is not permissible for any authority or group to establish military or paramilitary formations. The Law shall regulate the military service, general or partial mobilization, and the rights, duties, and rules of discipline of the armed forces, public security authorities, and any other forces the State decides to establish.",
237,"Fuerza aérea. Véase “Fuerzas Armadas” [Son las instituciones estatales, dependientes del Ministerio de Defensa, encargadas de la preservación de la soberanía, la paz, el mantenimiento de la integridad y continuidad territorial, así como de los demás bienes jurídicos que defina el Estado democrático de Derecho bajo las nociones de defensa de la patria y como garantía de la seguridad nacional. Para la eficacia del cumplimiento de estos objetivos, las instituciones castrenses son esencialmente obedientes, no deliberantes, jerarquizadas, profesionales y disciplinadas. Además, cooperan con fuerzas militares de otros países en iniciativas bilaterales o multilaterales, siempre de acuerdo con el interés nacional (art. 101, inc. 3°; Ministerio de Defensa Nacional, 2010: 242).].",Bolivia_2009/1775,"The organization of the Armed Forces is based on its hierarchy and discipline. It is essentially subservient, is not a deliberative body, and is subject to the laws and military regulations. As an institutional organ, it does not carry out any political activity; individually, its members enjoy and exercise the rights of citizens under the conditions established by the law.",
239,"Fuerzas de Orden y Seguridad Pública. Instituciones policiales del Estado, dependientes del Ministerio encargado de la Seguridad Pública, de carácter eminentemente técnico y profesional cuyas funciones son dar eficacia al derecho, garantizar el orden y la seguridad pública.",Ecuador_2021/1207,"The National Police Force is a state institution that is civilian, armed, technical, structured by ranks, disciplined, professional and highly specialized, whose mission is to provide for public safety and law and order, and to protect the free exercise of rights and security of persons in the national territory.",
239,"Fuerzas de Orden y Seguridad Pública. Instituciones policiales del Estado, dependientes del Ministerio encargado de la Seguridad Pública, de carácter eminentemente técnico y profesional cuyas funciones son dar eficacia al derecho, garantizar el orden y la seguridad pública.",Equatorial_Guinea_2012/828,"The Armed Forces and Forces of Security of the State constitute the national institution that has its main mission, to maintain the National Independence and the Territorial Integrity, to defend the National Sovereignty, to safeguard the supreme values of the Fatherland, the Security of the state, the Public Order and the normal functioning of the Public Powers. The Armed Forces and Forces of Security of the State are governed by their own regulations.",
239,"Fuerzas de Orden y Seguridad Pública. Instituciones policiales del Estado, dependientes del Ministerio encargado de la Seguridad Pública, de carácter eminentemente técnico y profesional cuyas funciones son dar eficacia al derecho, garantizar el orden y la seguridad pública.",Chile_2021/851,"Forces of Order and Public Security are integrated solely by Carabineros [Police] and Investigaciones. They compose the public force and exist to enforce the law, guarantee public order and internal public security, in the manner determined by their respective constitutional organic laws. They are dependent of the Ministry in charge of Public Security.",
239,"Fuerzas de Orden y Seguridad Pública. Instituciones policiales del Estado, dependientes del Ministerio encargado de la Seguridad Pública, de carácter eminentemente técnico y profesional cuyas funciones son dar eficacia al derecho, garantizar el orden y la seguridad pública.",Palestine_2005/427,"The Security Forces and the Police are regular forces. They are the armed forces in the country. Their functions are limited to defending the country, serving the people, protecting society and maintaining public order, security and public morals. They shall perform their duties within the limits prescribed by law, with complete respect for rights and freedoms.",
239,"Fuerzas de Orden y Seguridad Pública. Instituciones policiales del Estado, dependientes del Ministerio encargado de la Seguridad Pública, de carácter eminentemente técnico y profesional cuyas funciones son dar eficacia al derecho, garantizar el orden y la seguridad pública.",Belize_2011/1775,"Subject to the provisions of this section, the power to appoint persons to hold or act in offices in the security services, including the power to make appointments, and to deal with all matters relating to the conditions of service of such officers and, subject to the provisions of section 111 of this Constitution, the power to exercise disciplinary control over persons holding or acting in such offices and the power to remove such persons shall vest in the Security Services Commission established under section 110C of this Constitution.",
239,"Fuerzas de Orden y Seguridad Pública. Instituciones policiales del Estado, dependientes del Ministerio encargado de la Seguridad Pública, de carácter eminentemente técnico y profesional cuyas funciones son dar eficacia al derecho, garantizar el orden y la seguridad pública.",Egypt_2019/691,"The police force is a statutory civil body that is in the service of the people. Its loyalty is to the people. It ensures safety and security to citizens, preserves public order and morality. It is committed to undertake the duties imposed on it by the Constitution and the law, and to respect human rights and basic rights. The state guarantees that members of the police force perform their duties. Guarantees for that are organized by law.",
239,"Fuerzas de Orden y Seguridad Pública. Instituciones policiales del Estado, dependientes del Ministerio encargado de la Seguridad Pública, de carácter eminentemente técnico y profesional cuyas funciones son dar eficacia al derecho, garantizar el orden y la seguridad pública.",Mexico_2015/332,"Public security is a responsibility of the Federation, the Federal District, the States and the Municipal Councils. Public security includes prevention of crimes, investigation and prosecution, as well as punishment for breaking the administrative rules, according to the law and the respective provisions stated in this Constitution. Performance of the institutions in charge of public security shall be ruled by the principles of legality, objectivity, efficiency, professionalism, honesty and respect to the human rights acknowledged by this Constitution.",
239,"Fuerzas de Orden y Seguridad Pública. Instituciones policiales del Estado, dependientes del Ministerio encargado de la Seguridad Pública, de carácter eminentemente técnico y profesional cuyas funciones son dar eficacia al derecho, garantizar el orden y la seguridad pública.",Mexico_2015/333,"Institutions in charge of public security shall be of a civil nature, disciplined and professional. The Public Prosecution Service and the police forces of three government levels shall coordinate each other to guarantee public security. They shall constitute the Public Security National System, which shall be subjected to the following provisions:",
239,"Fuerzas de Orden y Seguridad Pública. Instituciones policiales del Estado, dependientes del Ministerio encargado de la Seguridad Pública, de carácter eminentemente técnico y profesional cuyas funciones son dar eficacia al derecho, garantizar el orden y la seguridad pública.",Yemen_2015/86,"The state is the authority to establish the armed forces, the police, the security forces and any such bodies. Such forces belong to all the people and their function is to protect the republic and safeguard its territories and security. No organization, individual, group, political party or organization may establish forces or paramilitary groups for whatever purpose or under any name. The law stipulates the conditions for military service, promotion and disciplinary procedures in the military, police and security forces.",
239,"Fuerzas de Orden y Seguridad Pública. Instituciones policiales del Estado, dependientes del Ministerio encargado de la Seguridad Pública, de carácter eminentemente técnico y profesional cuyas funciones son dar eficacia al derecho, garantizar el orden y la seguridad pública.",Yemen_2015/92,"The police is a civilian and Regular force which performs its duties for the service of the people and guarantees peace and security for the people. It shall preserve the law, keep public order, maintain common decency, implement the orders of the judicial authority and execute duties dictated to it by the Country's laws, and regulations.",
240,"Función social de la propiedad. Véase “Derecho de propiedad” [Es la facultad de usar, gozar y disponer de toda clase de bienes corporales e incorporales en el marco de las limitaciones legales derivadas de su función social.].",Dominican_Republic_2015/280,"The State recognizes and guarantees the right of property. Property has a social function and implies obligations. All persons have the right to the full use, enjoyment, and disposal of their assets.",
240,"Función social de la propiedad. Véase “Derecho de propiedad” [Es la facultad de usar, gozar y disponer de toda clase de bienes corporales e incorporales en el marco de las limitaciones legales derivadas de su función social.].",Qatar_2003/59,"Ownership, capital, and labor are basic components for the State's social entity. They are all individual rights having social function, regulated by law.",
240,"Función social de la propiedad. Véase “Derecho de propiedad” [Es la facultad de usar, gozar y disponer de toda clase de bienes corporales e incorporales en el marco de las limitaciones legales derivadas de su función social.].",Paraguay_2011/354,"Private property, whose content and limits will be established by the law, attending to its economic and social function, in order to make it accessible to all[,] is guaranteed.",
240,"Función social de la propiedad. Véase “Derecho de propiedad” [Es la facultad de usar, gozar y disponer de toda clase de bienes corporales e incorporales en el marco de las limitaciones legales derivadas de su función social.].",Surinam_1992/232,"Property, of the community as well as of the private person, shall fulfill a social function. Everyone has the right to undisturbed enjoyment of his property subject to the limitations which stem from the law.",
245,"Gasto público. Véase “Administración financiera del Estado”. Véase “Sistema presupuestario” [Conjunto de principios y reglas que rigen la preparación, aprobación, ejecución y control del presupuesto de la Nación.]. Véase “Constitución económica” [Es el plexo normativo constitucional que regula los principios orientadores de la economía, los instrumentos de política económica, los derechos constitucionales de la esfera económica y el diseño institucional de la administración financiera del Estado.].",Sweden_2012/2360,"State expenditure shall be referred to the following expenditure areas: 1 Governance; 2 Economy and financial administration; 3 Taxes, customs and enforcement; 4 Justice; 5 International cooperation; 6 Defence and contingency measures; 7 International development cooperation; 8 Migration; 9 Health and medical care, social services; 10 Financial security for the sick and disabled; 11 Financial security for the elderly; 12 Financial security for families and children; 13 Integration and gender equality; 14 The labour market and working life; 15 Financial support for students; 16 Education and academic research; 17 Culture, media, religious communities, leisure; 18 Community planning, housing provision, construction and consumer policy; 19 Regional development; 20 General environmental protection and nature conservation; 21 Energy; 22 Transport and communications; 23 Agricultural sciences, rural areas and food; 24 Industry and trade; 25 General grants to local government; 26 Interest on central government debt, etc.; and 27 The contribution to the European Union.",
245,"Gasto público. Véase “Administración financiera del Estado”. Véase “Sistema presupuestario” [Conjunto de principios y reglas que rigen la preparación, aprobación, ejecución y control del presupuesto de la Nación.]. Véase “Constitución económica” [Es el plexo normativo constitucional que regula los principios orientadores de la economía, los instrumentos de política económica, los derechos constitucionales de la esfera económica y el diseño institucional de la administración financiera del Estado.].",Guatemala_1993/1110,"The General Budget of [the] Revenues and Expenditures of the State and its analytical execution are public documents, accessible to any citizen who would like to consult them, to which effect the Ministry of Public Finances shall arrange that copies of it are available [obren] in the National Library, the General Archive of Central America and the libraries of the universities of the country. The other institutions of the government and the decentralized and autonomous entities that manage their own budgets shall proceed in equal form. The public functionary that impedes or makes consultation difficult will incur in penal responsibility.",
245,"Gasto público. Véase “Administración financiera del Estado”. Véase “Sistema presupuestario” [Conjunto de principios y reglas que rigen la preparación, aprobación, ejecución y control del presupuesto de la Nación.]. Véase “Constitución económica” [Es el plexo normativo constitucional que regula los principios orientadores de la economía, los instrumentos de política económica, los derechos constitucionales de la esfera económica y el diseño institucional de la administración financiera del Estado.].",Colombia_2015/1860,"The general management of the economy is the responsibility of the state. By mandate of an Act, the state shall intervene in the exploitation of natural resources, land use, the production, distribution, use, and consumption of goods, and in the public and private services in order to rationalize the economy with the purpose of achieving, at the national and regional level and within the framework of fiscal sustainability, the improvement of the quality of life of the inhabitants, the equitable distribution of opportunities, and the benefits of development and conservation of a healthy environment. The aforementioned framework of fiscal sustainability must function as an instrument for achieving in a progressive manner the objectives of a social State based on the rule of law. In all cases public spending for social purposes shall have priority.","['env', 'standliv']"
247,"Gestión pendiente. Requisito procesal para la admisibilidad de una acción o cuestión de inaplicabilidad por inconstitucional que se entiende como cualquier gestión que se siga ante un tribunal ordinario o especial, en la cual pueda ser aplicable un precepto legal que el juez o las partes estiman contrario a la Constitución (véase “Acción de inaplicabilidad por inconstitucionalidad”). La gestión pendiente limita el control que realiza el TC dirigiéndolo al litigio concreto en que tendrá aplicación la norma impugnada, sin controlar directamente la misma. Esta incidentalidad es el primer elemento del control concreto de constitucionalidad, que en el caso chileno es además concentrado [Pica, 2009: 106].",Egypt_2019/652,"The Administrative Prosecution is an independent judicial body. It investigates financial and administrative irregularities, and those referred to it. Regarding these irregularities, it has the authorities vested in the administration body to inflict disciplinary penalties. Challenging its decisions takes place before the competent disciplinary court at the State Council. It also initiates and conducts proceedings and disciplinary appeals before the State Council courts in accordance with the law. All the foregoing is organized by law.",
255,"Impedimentos del Presidente de la República. Véase “Presidente de la República” [Jefe de Estado y de Gobierno, a quien corresponde el gobierno y la administración del Estado. Tal como lo establece la Constitución, “[s]u autoridad se extiende a todo cuanto tiene por objeto la conservación del orden público en el interior y la seguridad externa de la República, de acuerdo con la Constitución y las leyes” (art. 24).].",Turkey_2017/597,"The President of the Republic may issue presidential decrees on matters relating to the executive power. The fundamental rights, individual rights and duties included in the first and second chapters, and the political rights and duties listed in the fourth chapter of the second part of the Constitution, shall not be regulated by presidential decrees. No presidential decrees shall be issued on matters to be regulated exclusively by law embodied in the Constitution. No presidential decree shall be issued on matters explicitly regulated by law. In the case of a conflict between presidential decrees and the laws due to differences in provisions on the same matter, the provisions of law shall prevail. In case the Grand National Assembly of Turkey introduces a law on the same matter, the presidential decree shall become null and void.",['hosdec']
255,"Impedimentos del Presidente de la República. Véase “Presidente de la República” [Jefe de Estado y de Gobierno, a quien corresponde el gobierno y la administración del Estado. Tal como lo establece la Constitución, “[s]u autoridad se extiende a todo cuanto tiene por objeto la conservación del orden público en el interior y la seguridad externa de la República, de acuerdo con la Constitución y las leyes” (art. 24).].",Turkey_2017/1165,"The provisions of Part Three relating to the functions and powers of the President of the Republic and to the State Supervisory Council under the heading “President of the Republic”; to regulations, National Defence, procedures governing emergency rule under the heading “Council of Ministers”; to all other provisions under the heading “Administration”, except local administration, and except the Atatürk High Institution of Culture, Language and History; and all the provisions relating to the judiciary, except the State Security Courts, shall come into force on publication in the Official Gazette of the adoption by referendum of the Constitution. The provisions concerning the President of the Republic and the Council of Ministers which have not gone into effect shall come into force when the Grand National Assembly of Turkey assumes its functions; the provisions relating to local administrations and to the State Security Courts shall come into force on the promulgation of the relevant laws.",
255,"Impedimentos del Presidente de la República. Véase “Presidente de la República” [Jefe de Estado y de Gobierno, a quien corresponde el gobierno y la administración del Estado. Tal como lo establece la Constitución, “[s]u autoridad se extiende a todo cuanto tiene por objeto la conservación del orden público en el interior y la seguridad externa de la República, de acuerdo con la Constitución y las leyes” (art. 24).].",Macedonia_2011/314,"The duty of the President of the Republic is incompatible with the performance of any other public office, profession or appointment in a political party. The President of the Republic is granted immunity. The Constitutional Court decides by a two-thirds majority vote of the total number of judges on any case for withholding immunity and approving of detention for the President of the Republic.",
255,"Impedimentos del Presidente de la República. Véase “Presidente de la República” [Jefe de Estado y de Gobierno, a quien corresponde el gobierno y la administración del Estado. Tal como lo establece la Constitución, “[s]u autoridad se extiende a todo cuanto tiene por objeto la conservación del orden público en el interior y la seguridad externa de la República, de acuerdo con la Constitución y las leyes” (art. 24).].",Venezuela_2009/1486,"The President of the Republic shall not have the power to object to the new Constitution. The existing constituted authorities shall not be permitted to obstruct the Constituent Assembly in any way. For purposes of the promulgation of the new Constitution, the same shall be published in the Official Gazette of the Republic of Venezuela or in the Gazette of the Constituent Assembly.",
255,"Impedimentos del Presidente de la República. Véase “Presidente de la República” [Jefe de Estado y de Gobierno, a quien corresponde el gobierno y la administración del Estado. Tal como lo establece la Constitución, “[s]u autoridad se extiende a todo cuanto tiene por objeto la conservación del orden público en el interior y la seguridad externa de la República, de acuerdo con la Constitución y las leyes” (art. 24).].",Equatorial_Guinea_2012/255,"The President of the Republic is the Head of State, he exercises the Executive Power as Head of Government. He incarnates national unity, defines the policy of the Nation, sees to the respect of the Fundamental Law, assures by his arbitration the functioning of public powers, represents the Nation, and is the guarantor of National Independence. He is elected by universal, direct, and secret suffrage by the simple majority of the votes validly emitted.","['voteun', 'freeelec', 'execnum', 'hoselect']"
255,"Impedimentos del Presidente de la República. Véase “Presidente de la República” [Jefe de Estado y de Gobierno, a quien corresponde el gobierno y la administración del Estado. Tal como lo establece la Constitución, “[s]u autoridad se extiende a todo cuanto tiene por objeto la conservación del orden público en el interior y la seguridad externa de la República, de acuerdo con la Constitución y las leyes” (art. 24).].",Djibouti_2010/132,"When the institutions of the Republic, the independence of the Nation, the integrity of its territory or the execution of its international engagements are threatened in a grave and immediate manner and when the regular functioning of the public powers is interrupted, the President of the Republic can, after the advice of the President of the National Assembly and of the President of the Constitutional Council and having informed the Nation by a message, take any measure tending to re-establish the regular functioning of the public powers and to assure the safeguarding of the Nation, with the exception of a constitutional revision.",['intlaw']
255,"Impedimentos del Presidente de la República. Véase “Presidente de la República” [Jefe de Estado y de Gobierno, a quien corresponde el gobierno y la administración del Estado. Tal como lo establece la Constitución, “[s]u autoridad se extiende a todo cuanto tiene por objeto la conservación del orden público en el interior y la seguridad externa de la República, de acuerdo con la Constitución y las leyes” (art. 24).].",Burundi_2018/345,"When the institutions of the Republic, the independence of the Nation, the integrity of the territory or the execution of international engagements are threatened in a serious and immediate manner, and so that the regular operations of public powers is interrupted, the President of the Republic can proclaim by decree a state of exception and take all the measures demanded by the circumstances, after official consultation with the Government, the Bureaux of the National Assembly and of the Senate, the National Security Council, and the Constitutional Court.",
255,"Impedimentos del Presidente de la República. Véase “Presidente de la República” [Jefe de Estado y de Gobierno, a quien corresponde el gobierno y la administración del Estado. Tal como lo establece la Constitución, “[s]u autoridad se extiende a todo cuanto tiene por objeto la conservación del orden público en el interior y la seguridad externa de la República, de acuerdo con la Constitución y las leyes” (art. 24).].",Finland_2011/294,"The President of the Republic, the Government and a Ministry may issue Decrees on the basis of authorisation given to them in this Constitution or in another Act. However, the principles governing the rights and obligations of private individuals and the other matters that under this Constitution are of a legislative nature shall be governed by Acts. If there is no specific provision on who shall issue a Decree, it is issued by the Government.",
255,"Impedimentos del Presidente de la República. Véase “Presidente de la República” [Jefe de Estado y de Gobierno, a quien corresponde el gobierno y la administración del Estado. Tal como lo establece la Constitución, “[s]u autoridad se extiende a todo cuanto tiene por objeto la conservación del orden público en el interior y la seguridad externa de la República, de acuerdo con la Constitución y las leyes” (art. 24).].",Gabon_2011/125,"In case of a vacancy of the presidential office for whatever reason, or a permanent impairment of the current president, affirmed by the Constitutional Court called upon by the Government through an absolute majority of its members, or failing that, by the Bureaus of the two Chambers of Parliament with a majority of their members, the President of the Senate will temporarily exercise the duties of the President of the Republic, or in case of permanent impairment of the President of the Senate, affirmed by the Constitutional Court called upon in the same conditions, the First Vice-President of the Senate will temporarily carry out the duties of the presidential office.",
255,"Impedimentos del Presidente de la República. Véase “Presidente de la República” [Jefe de Estado y de Gobierno, a quien corresponde el gobierno y la administración del Estado. Tal como lo establece la Constitución, “[s]u autoridad se extiende a todo cuanto tiene por objeto la conservación del orden público en el interior y la seguridad externa de la República, de acuerdo con la Constitución y las leyes” (art. 24).].",India_2016/1809,"Provided that, for the purposes of the provisions of this Constitution relating to the effect of an Act of the Legislature of a State which is repugnant to an Act of Parliament or an existing law with respect to a matter enumerated in the Concurrent List, an Ordinance promulgated under this article in pursuance of instructions from the President shall be deemed to be an Act of the Legislature of the State which has been reserved for the consideration of the President and assented to by him.",
255,"Impedimentos del Presidente de la República. Véase “Presidente de la República” [Jefe de Estado y de Gobierno, a quien corresponde el gobierno y la administración del Estado. Tal como lo establece la Constitución, “[s]u autoridad se extiende a todo cuanto tiene por objeto la conservación del orden público en el interior y la seguridad externa de la República, de acuerdo con la Constitución y las leyes” (art. 24).].",Guatemala_1993/663,"All of the dependencies of the State have the obligation to show [the] deputies the considerations derived of their high investiture. These prerogatives do not authorize arbitrariness, excess of personal initiative, or any type of action tending to undermine the principle of non-reelection for the exercise of the Presidency of the Republic. Only the Congress will be competent to judge and qualify if there has been arbitrariness or excess and to impose the pertinent disciplinary sanctions.",
255,"Impedimentos del Presidente de la República. Véase “Presidente de la República” [Jefe de Estado y de Gobierno, a quien corresponde el gobierno y la administración del Estado. Tal como lo establece la Constitución, “[s]u autoridad se extiende a todo cuanto tiene por objeto la conservación del orden público en el interior y la seguridad externa de la República, de acuerdo con la Constitución y las leyes” (art. 24).].",Colombia_2015/2220,"The President of the Republic, within no more than eight days from the promulgation of this Constitution, shall designate, for a period of three years, a citizen whose function shall be to prevent routinely or upon the petition of another the use of resources originating from the public treasury or from outside in the electoral campaigns held within the deadline indicated, except when the financing of the electoral campaigns is done in accordance with the Constitution and statute. To this effect, the said citizen shall have the right to request and obtain the cooperation of the Office of the General Prosecutor of the Nation, of the Office of the General Controller of the Republic, of all the public entities which exercise control and oversight powers, and of those organs which exercise criminal police functions.",
255,"Impedimentos del Presidente de la República. Véase “Presidente de la República” [Jefe de Estado y de Gobierno, a quien corresponde el gobierno y la administración del Estado. Tal como lo establece la Constitución, “[s]u autoridad se extiende a todo cuanto tiene por objeto la conservación del orden público en el interior y la seguridad externa de la República, de acuerdo con la Constitución y las leyes” (art. 24).].",Egypt_2019/453,"The President of the Republic is the head of state and head of the executive branch of government. He defends the interests of the people, safeguards the independence, territorial integrity and safety of the nation, and abides by the provisions of the Constitution and carries out his responsibilities in the manner prescribed therein.",
255,"Impedimentos del Presidente de la República. Véase “Presidente de la República” [Jefe de Estado y de Gobierno, a quien corresponde el gobierno y la administración del Estado. Tal como lo establece la Constitución, “[s]u autoridad se extiende a todo cuanto tiene por objeto la conservación del orden público en el interior y la seguridad externa de la República, de acuerdo con la Constitución y las leyes” (art. 24).].",Egypt_2019/490,"The President of the Republic may appoint one Vice-President or more, determine their competencies, and may delegate them in some of his duties, relieve them of their posts, and accept their resignation. The Vice-Presidents of the Republic shall take the oath before assuming office provided for in article 144 of the Constitution before the President of the Republic. The provisions of the Constitution shall apply to the Vice-Presidents of the Republic in articles 141, 145 and 173.",
255,"Impedimentos del Presidente de la República. Véase “Presidente de la República” [Jefe de Estado y de Gobierno, a quien corresponde el gobierno y la administración del Estado. Tal como lo establece la Constitución, “[s]u autoridad se extiende a todo cuanto tiene por objeto la conservación del orden público en el interior y la seguridad externa de la República, de acuerdo con la Constitución y las leyes” (art. 24).].",Madagascar_2010/263,"When the Institutions of the Republic, the independence of the Nation, its unity or the integrity of its territory are menaced and the regular functioning of the public powers finds itself compromised, the President of the Republic may proclaim on all or on part of the national territory, the situation of exception, to wit the state of urgency, the state of necessity or martial law. The decision is made by the President of the Republic in the Council of Ministers, after the opinion of the Presidents of the National Assembly, of the Senate and of the High Constitutional Court.",['conpow']
255,"Impedimentos del Presidente de la República. Véase “Presidente de la República” [Jefe de Estado y de Gobierno, a quien corresponde el gobierno y la administración del Estado. Tal como lo establece la Constitución, “[s]u autoridad se extiende a todo cuanto tiene por objeto la conservación del orden público en el interior y la seguridad externa de la República, de acuerdo con la Constitución y las leyes” (art. 24).].",Central_African_Republic_2016/240,"When the institutions of the Republic, the independence of the Nation, the integrity of the territory, the execution of international commitments or the normal functioning of the public powers are threatened in a grave and immediate manner, the President of the Republic, after [the] opinion of the Council of Ministers, of the President of the National Assembly, of the President of the Senate and of the President of the Constitutional Court, takes the measures required by the circumstances with the view to establish the public order, the integrity of the territory and the regular functioning of the public powers.",['intlaw']
255,"Impedimentos del Presidente de la República. Véase “Presidente de la República” [Jefe de Estado y de Gobierno, a quien corresponde el gobierno y la administración del Estado. Tal como lo establece la Constitución, “[s]u autoridad se extiende a todo cuanto tiene por objeto la conservación del orden público en el interior y la seguridad externa de la República, de acuerdo con la Constitución y las leyes” (art. 24).].",Tunisia_2014/333,"The Assembly of the Representatives of the People may, through the initiative of a majority of its members, present a motion to bring to an end the President of the Republic’s term for a grave violation of the Constitution. Such a motion must be approved by two-thirds of the members. In such an event, the matter is referred to the Constitutional Court for a decision by a majority of two-thirds of its members. In the event of condemnation, the Constitutional Court orders removal of the President of the Republic from office, without excluding eventual criminal prosecution when necessary. Where the President has been removed from office under these circumstances, he/she is not entitled to run in any subsequent elections.",
255,"Impedimentos del Presidente de la República. Véase “Presidente de la República” [Jefe de Estado y de Gobierno, a quien corresponde el gobierno y la administración del Estado. Tal como lo establece la Constitución, “[s]u autoridad se extiende a todo cuanto tiene por objeto la conservación del orden público en el interior y la seguridad externa de la República, de acuerdo con la Constitución y las leyes” (art. 24).].",Yemen_2015/359,"The President of the Republic, following a proposal by the relevant minister and approval from the Council of Ministers, shall issue resolutions and regulations to implement laws and to regulate and organize general administration and government departments. These regulations may not obstruct any Law and may not have the effect of exempting any one from abiding by them. The President may authorize others to issue such regulations. The Law may designate who issues such regulations.",
255,"Impedimentos del Presidente de la República. Véase “Presidente de la República” [Jefe de Estado y de Gobierno, a quien corresponde el gobierno y la administración del Estado. Tal como lo establece la Constitución, “[s]u autoridad se extiende a todo cuanto tiene por objeto la conservación del orden público en el interior y la seguridad externa de la República, de acuerdo con la Constitución y las leyes” (art. 24).].",Yemen_2015/393,"The President of the Republic may be charged with grand treason, violation of the Constitution, or any other action that prejudices the independence and sovereignty of the country. Such a charge requires the petitioning of half of the House of Representatives. The indictment decision on this matter requires the support of two thirds of the House of Representatives and the Law stipulates the procedures of the trial. If the charge is directed at the President and his deputy, then the Presidency Board of the House of Representatives temporarily assumes the duties of the President and until the giving of the court's verdict on the charge brought against the President. The House of Representatives shall pass the above mentioned law in the first regular round of its sessions once this Constitution takes effect. If the court's verdict finds either of the two guilty, then he is relieved of his post by the Constitution, and is then subject to the normal penalties of the law. In all cases, prescription shall not be applied to crimes stipulated in this article.",
255,"Impedimentos del Presidente de la República. Véase “Presidente de la República” [Jefe de Estado y de Gobierno, a quien corresponde el gobierno y la administración del Estado. Tal como lo establece la Constitución, “[s]u autoridad se extiende a todo cuanto tiene por objeto la conservación del orden público en el interior y la seguridad externa de la República, de acuerdo con la Constitución y las leyes” (art. 24).].",Cyprus_2013/637,"The President and the Vice-President of the Republic shall, within fifteen days of the transmission to their respective offices of any law or decision of the House of Representatives, promulgate by publication in the official Gazette of the Republic such law or decision unless in the meantime they exercise, separately or conjointly, as the case may be, their right of veto as in Article 50 provided or their right of return as in Article 51 provided or their right of reference to the Supreme Constitutional Court as in Articles 140 and 141 provided or in the case of the Budget their right of recourse to the Supreme Constitutional Court as in Article 138 provided.",
255,"Impedimentos del Presidente de la República. Véase “Presidente de la República” [Jefe de Estado y de Gobierno, a quien corresponde el gobierno y la administración del Estado. Tal como lo establece la Constitución, “[s]u autoridad se extiende a todo cuanto tiene por objeto la conservación del orden público en el interior y la seguridad externa de la República, de acuerdo con la Constitución y las leyes” (art. 24).].",Mauritania_2012/97,"The President of the Republic is the guardian of the Constitution. He incarnates the State. He assures, through his arbitration, the continuous and regular functioning of the public powers.",
256,"Impuestos. Tributo establecido por ley en beneficio fiscal, que no contempla una contraprestación estatal para el contribuyente.",Jordan_2016/546,"No tax or duty shall be imposed except by law; and they shall not include the kinds of fees which the Treasury charges for the services rendered by Government departments to individuals or in consideration of benefits accruing to them from the State domain. In imposing taxes, the Government shall apply the principle of progressive taxation, along with the attainment of equality and social justice; and provided that such shall not exceed the capacity of tax-payers and the State's need for funds.",
257,"Impuestos regionales o locales. Tributos establecidos por la ley en beneficio de regiones y comunas determinadas por la misma, que gravan actividades de clara identificación regional o local, y que no contemplan una contraprestación estatal para el contribuyente.",Italy_2020/491,"Municipalities, provinces, metropolitan cities and regions shall have independent financial resources. They set and levy taxes and collect revenues of their own, in compliance with the Constitution and according to the principles of co-ordination of State finances and the tax system. They share in the tax revenues related to their respective territories.",
